单位:(mV)
,CH1,CH2
频率,?,?
周期,?,?
1215,160.00,1640.00
1216,160.00,1640.00
1217,160.00,1600.00
1218,160.00,1640.00
1219,160.00,1640.00
1220,160.00,1640.00
1221,160.00,1680.00
1222,160.00,1640.00
1223,160.00,1640.00
1224,160.00,1680.00
1225,160.00,1600.00
1226,160.00,1640.00
1227,160.00,1640.00
1228,80.00,1640.00
1229,160.00,1600.00
1230,160.00,1640.00
1231,160.00,1640.00
1232,160.00,1680.00
1233,160.00,1640.00
1234,160.00,1680.00
1235,160.00,1640.00
1236,160.00,1640.00
1237,160.00,1640.00
1238,160.00,1640.00
1239,160.00,1600.00
1240,160.00,1640.00
1241,160.00,1640.00
1242,160.00,1640.00
1243,160.00,1640.00
1244,80.00,1680.00
1245,160.00,1640.00
1246,160.00,1640.00
1247,160.00,1640.00
1248,160.00,1640.00
1249,160.00,1640.00
1250,160.00,1640.00
1251,160.00,1640.00
1252,160.00,1640.00
1253,160.00,1600.00
1254,160.00,1640.00
1255,160.00,1640.00
1256,160.00,1640.00
1257,160.00,1680.00
1258,160.00,1680.00
1259,160.00,1680.00
1260,160.00,1680.00
1261,160.00,1640.00
1262,160.00,1600.00
1263,160.00,1600.00
1264,160.00,1600.00
1265,160.00,1640.00
1266,160.00,1600.00
1267,160.00,1640.00
1268,160.00,1600.00
1269,160.00,1640.00
1270,160.00,1640.00
1271,160.00,1640.00
1272,160.00,1640.00
1273,160.00,1640.00
1274,160.00,1680.00
1275,160.00,1640.00
1276,160.00,1640.00
1277,160.00,1600.00
1278,160.00,1640.00
1279,160.00,1640.00
1280,160.00,1640.00
1281,160.00,1600.00
1282,160.00,1640.00
1283,160.00,1600.00
1284,160.00,1600.00
1285,160.00,1640.00
1286,160.00,1640.00
1287,160.00,1600.00
1288,80.00,1600.00
1289,160.00,1640.00
1290,160.00,1600.00
1291,160.00,1680.00
1292,160.00,1640.00
1293,160.00,1640.00
1294,160.00,1640.00
1295,160.00,1640.00
1296,160.00,1640.00
1297,160.00,1640.00
1298,160.00,1680.00
1299,160.00,1640.00
1300,160.00,1640.00
1301,160.00,1640.00
1302,160.00,1640.00
1303,160.00,1640.00
1304,160.00,1600.00
1305,160.00,1640.00
1306,160.00,1640.00
1307,160.00,1680.00
1308,160.00,1640.00
1309,80.00,1640.00
1310,160.00,1640.00
1311,160.00,1640.00
1312,160.00,1600.00
1313,160.00,1640.00
1314,160.00,1680.00
1315,160.00,1640.00
1316,240.00,1640.00
1317,160.00,1640.00
1318,160.00,1640.00
1319,160.00,1640.00
1320,160.00,1640.00
1321,160.00,1680.00
1322,160.00,1640.00
1323,160.00,1600.00
1324,160.00,1600.00
1325,160.00,1600.00
1326,160.00,1640.00
1327,160.00,1640.00
1328,160.00,1600.00
1329,80.00,1640.00
1330,160.00,1600.00
1331,160.00,1680.00
1332,160.00,1640.00
1333,160.00,1680.00
1334,160.00,1640.00
1335,160.00,1640.00
1336,160.00,1600.00
1337,160.00,1640.00
1338,160.00,1600.00
1339,160.00,1640.00
1340,160.00,1640.00
1341,160.00,1640.00
1342,160.00,1640.00
1343,160.00,1640.00
1344,160.00,1640.00
1345,160.00,1640.00
1346,160.00,1640.00
1347,160.00,1640.00
1348,160.00,1640.00
1349,160.00,1600.00
1350,160.00,1600.00
1351,160.00,1640.00
1352,160.00,1640.00
1353,160.00,1640.00
1354,80.00,1640.00
1355,160.00,1640.00
1356,160.00,1680.00
1357,160.00,1640.00
1358,160.00,1640.00
1359,160.00,1640.00
1360,80.00,1640.00
1361,160.00,1680.00
1362,160.00,1640.00
1363,160.00,1640.00
1364,160.00,1600.00
1365,160.00,1600.00
1366,160.00,1640.00
1367,160.00,1640.00
1368,80.00,1640.00
1369,160.00,1600.00
1370,160.00,1640.00
1371,160.00,1640.00
1372,160.00,1640.00
1373,160.00,1640.00
1374,160.00,1640.00
1375,160.00,1600.00
1376,160.00,1640.00
1377,160.00,1640.00
1378,160.00,1640.00
1379,160.00,1640.00
1380,80.00,1640.00
1381,160.00,1640.00
1382,160.00,1640.00
1383,160.00,1640.00
1384,160.00,1600.00
1385,160.00,1600.00
1386,160.00,1640.00
1387,160.00,1640.00
1388,160.00,1640.00
1389,160.00,1640.00
1390,160.00,1640.00
1391,160.00,1600.00
1392,160.00,1640.00
1393,160.00,1640.00
1394,160.00,1640.00
1395,160.00,1640.00
1396,160.00,1640.00
1397,160.00,1640.00
1398,160.00,1640.00
1399,160.00,1640.00
1400,160.00,1640.00
1401,160.00,1600.00
1402,160.00,1640.00
1403,160.00,1600.00
1404,160.00,1640.00
1405,160.00,1640.00
1406,160.00,1600.00
1407,160.00,1640.00
1408,160.00,1600.00
1409,160.00,1640.00
1410,160.00,1640.00
1411,160.00,1640.00
1412,160.00,1600.00
1413,160.00,1640.00
1414,160.00,1600.00
1415,160.00,1600.00
1416,160.00,1640.00
1417,160.00,1600.00
1418,160.00,1640.00
1419,160.00,1640.00
1420,160.00,1640.00
1421,160.00,1640.00
1422,160.00,1640.00
1423,160.00,1640.00
1424,160.00,1600.00
1425,160.00,1640.00
1426,160.00,1640.00
1427,160.00,1640.00
1428,160.00,1640.00
1429,160.00,1640.00
1430,160.00,1640.00
1431,160.00,1640.00
1432,160.00,1600.00
1433,160.00,1640.00
1434,160.00,1640.00
1435,160.00,1640.00
1436,160.00,1640.00
1437,160.00,1640.00
1438,160.00,1640.00
1439,160.00,1640.00
1440,160.00,1640.00
1441,160.00,1640.00
1442,160.00,1600.00
1443,160.00,1640.00
1444,160.00,1640.00
1445,160.00,1640.00
1446,160.00,1680.00
1447,160.00,1680.00
1448,80.00,1640.00
1449,80.00,1640.00
1450,160.00,1680.00
1451,160.00,1640.00
1452,160.00,1600.00
1453,160.00,1680.00
1454,160.00,1640.00
1455,160.00,1640.00
1456,160.00,1640.00
1457,160.00,1640.00
1458,160.00,1600.00
1459,80.00,1600.00
1460,160.00,1680.00
1461,160.00,1600.00
1462,160.00,1640.00
1463,80.00,1640.00
1464,160.00,1640.00
1465,160.00,1640.00
1466,160.00,1640.00
1467,160.00,1600.00
1468,160.00,1640.00
1469,160.00,1680.00
1470,160.00,1640.00
1471,80.00,1600.00
1472,160.00,1640.00
1473,160.00,1640.00
1474,160.00,1680.00
1475,160.00,1680.00
1476,160.00,1640.00
1477,160.00,1640.00
1478,160.00,1680.00
1479,160.00,1640.00
1480,80.00,1680.00
1481,160.00,1640.00
1482,160.00,1640.00
1483,160.00,1640.00
1484,160.00,1640.00
1485,160.00,1680.00
1486,160.00,1600.00
1487,160.00,1640.00
1488,160.00,1640.00
1489,160.00,1640.00
1490,160.00,1640.00
1491,160.00,1680.00
1492,160.00,1640.00
1493,160.00,1640.00
1494,160.00,1640.00
1495,160.00,1640.00
1496,160.00,1640.00
1497,80.00,1640.00
1498,160.00,1600.00
1499,160.00,1600.00
1500,160.00,1680.00
1501,160.00,1640.00
1502,160.00,1640.00
1503,160.00,1680.00
1504,160.00,1640.00
1505,80.00,1600.00
1506,160.00,1640.00
1507,160.00,1640.00
1508,160.00,1640.00
1509,160.00,1640.00
1510,80.00,1640.00
1511,160.00,1640.00
1512,160.00,1600.00
1513,160.00,1640.00
1514,80.00,1640.00
1515,160.00,1600.00
1516,160.00,1640.00
1517,160.00,1640.00
1518,160.00,1640.00
1519,160.00,1640.00
1520,160.00,1640.00
1521,160.00,1640.00
1522,160.00,1640.00
1523,160.00,1600.00
1524,160.00,1640.00
1525,160.00,1640.00
1526,160.00,1640.00
1527,160.00,1600.00
1528,160.00,1640.00
1529,160.00,1640.00
1530,160.00,1640.00
1531,160.00,1640.00
1532,160.00,1600.00
1533,160.00,1680.00
1534,160.00,1640.00
1535,160.00,1640.00
1536,160.00,1600.00
1537,160.00,1640.00
1538,160.00,1640.00
1539,160.00,1640.00
1540,160.00,1640.00
1541,160.00,1640.00
1542,160.00,1640.00
1543,160.00,1640.00
1544,160.00,1640.00
1545,160.00,1600.00
1546,160.00,1640.00
1547,160.00,1640.00
1548,160.00,1640.00
1549,160.00,1640.00
1550,160.00,1640.00
1551,160.00,1680.00
1552,160.00,1640.00
1553,160.00,1640.00
1554,160.00,1640.00
1555,160.00,1640.00
1556,160.00,1640.00
1557,160.00,1640.00
1558,160.00,1600.00
1559,160.00,1600.00
1560,160.00,1600.00
1561,160.00,1640.00
1562,160.00,1640.00
1563,160.00,1640.00
1564,160.00,1640.00
1565,160.00,1680.00
1566,160.00,1600.00
1567,160.00,1640.00
1568,160.00,1640.00
1569,160.00,1640.00
1570,160.00,1640.00
1571,160.00,1600.00
1572,160.00,1640.00
1573,160.00,1640.00
1574,160.00,1640.00
1575,160.00,1640.00
1576,160.00,1680.00
1577,80.00,1680.00
1578,160.00,1600.00
1579,80.00,1640.00
1580,160.00,1640.00
1581,80.00,1640.00
1582,160.00,1640.00
1583,160.00,1640.00
1584,160.00,1640.00
1585,160.00,1640.00
1586,160.00,1600.00
1587,160.00,1640.00
1588,160.00,1600.00
1589,160.00,1640.00
1590,160.00,1640.00
1591,160.00,1640.00
1592,160.00,1640.00
1593,160.00,1600.00
1594,160.00,1640.00
1595,160.00,1600.00
1596,160.00,1640.00
1597,160.00,1640.00
1598,80.00,1600.00
1599,80.00,1640.00
1600,160.00,1640.00
1601,160.00,1640.00
1602,160.00,1600.00
1603,160.00,1640.00
1604,160.00,1640.00
1605,160.00,1600.00
1606,160.00,1640.00
1607,160.00,1640.00
1608,160.00,1600.00
1609,160.00,1600.00
1610,160.00,1640.00
1611,160.00,1640.00
1612,80.00,1600.00
1613,160.00,1640.00
1614,160.00,1640.00
1615,160.00,1640.00
1616,160.00,1640.00
1617,160.00,1640.00
1618,160.00,1640.00
1619,160.00,1600.00
1620,80.00,1600.00
1621,160.00,1640.00
1622,80.00,1640.00
1623,160.00,1640.00
1624,160.00,1600.00
1625,160.00,1640.00
1626,160.00,1640.00
1627,160.00,1680.00
1628,160.00,1640.00
1629,160.00,1680.00
1630,160.00,1640.00
1631,160.00,1640.00
1632,160.00,1600.00
1633,160.00,1640.00
1634,160.00,1640.00
1635,160.00,1640.00
1636,160.00,1640.00
1637,160.00,1640.00
1638,160.00,1640.00
1639,160.00,1640.00
1640,160.00,1640.00
1641,160.00,1680.00
1642,160.00,1640.00
1643,160.00,1600.00
1644,160.00,1640.00
1645,160.00,1640.00
1646,160.00,1640.00
1647,160.00,1640.00
1648,160.00,1600.00
1649,160.00,1640.00
1650,160.00,1640.00
1651,160.00,1640.00
1652,160.00,1640.00
1653,160.00,1640.00
1654,160.00,1640.00
1655,160.00,1640.00
1656,160.00,1600.00
1657,160.00,1640.00
1658,160.00,1640.00
1659,80.00,1640.00
1660,160.00,1600.00
1661,160.00,1600.00
1662,160.00,1640.00
1663,160.00,1640.00
1664,160.00,1640.00
1665,160.00,1640.00
1666,160.00,1680.00
1667,160.00,1640.00
1668,160.00,1640.00
1669,160.00,1640.00
1670,160.00,1640.00
1671,160.00,1640.00
1672,240.00,1640.00
1673,160.00,1680.00
1674,160.00,1640.00
1675,160.00,1640.00
1676,160.00,1680.00
1677,160.00,1640.00
1678,160.00,1640.00
1679,160.00,1640.00
1680,160.00,1640.00
1681,240.00,1640.00
1682,160.00,1640.00
1683,160.00,1640.00
1684,80.00,1600.00
1685,160.00,1640.00
1686,160.00,1640.00
1687,160.00,1600.00
1688,160.00,1600.00
1689,160.00,1640.00
1690,160.00,1640.00
1691,80.00,1640.00
1692,160.00,1680.00
1693,160.00,1640.00
1694,160.00,1640.00
1695,160.00,1640.00
1696,160.00,1680.00
1697,160.00,1640.00
1698,160.00,1600.00
1699,160.00,1640.00
1700,80.00,1640.00
1701,160.00,1640.00
1702,160.00,1600.00
1703,160.00,1640.00
1704,240.00,1600.00
1705,160.00,1640.00
1706,160.00,1640.00
1707,160.00,1640.00
1708,160.00,1680.00
1709,160.00,1640.00
1710,160.00,1680.00
1711,160.00,1600.00
1712,160.00,1680.00
1713,160.00,1640.00
1714,160.00,1640.00
1715,160.00,1640.00
1716,160.00,1600.00
1717,160.00,1600.00
1718,160.00,1640.00
1719,80.00,1640.00
1720,160.00,1600.00
1721,160.00,1640.00
1722,160.00,1680.00
1723,240.00,1640.00
1724,160.00,1640.00
1725,160.00,1640.00
1726,80.00,1640.00
1727,160.00,1600.00
1728,160.00,1680.00
1729,160.00,1680.00
1730,160.00,1640.00
1731,160.00,1640.00
1732,160.00,1680.00
1733,160.00,1680.00
1734,160.00,1640.00
1735,160.00,1600.00
1736,160.00,1640.00
1737,80.00,1600.00
1738,160.00,1640.00
1739,160.00,1680.00
1740,160.00,1640.00
1741,160.00,1640.00
1742,160.00,1640.00
1743,160.00,1600.00
1744,160.00,1640.00
1745,160.00,1640.00
1746,160.00,1600.00
1747,160.00,1600.00
1748,160.00,1640.00
1749,160.00,1600.00
1750,160.00,1640.00
1751,160.00,1600.00
1752,160.00,1640.00
1753,160.00,1600.00
1754,160.00,1640.00
1755,160.00,1640.00
1756,160.00,1640.00
1757,160.00,1680.00
1758,160.00,1640.00
1759,160.00,1640.00
1760,160.00,1640.00
1761,160.00,1640.00
1762,160.00,1640.00
1763,160.00,1640.00
1764,160.00,1600.00
1765,160.00,1640.00
1766,160.00,1680.00
1767,160.00,1600.00
1768,160.00,1640.00
1769,160.00,1680.00
1770,160.00,1640.00
1771,160.00,1640.00
1772,160.00,1680.00
1773,160.00,1640.00
1774,160.00,1600.00
1775,160.00,1640.00
1776,160.00,1640.00
1777,240.00,1640.00
1778,240.00,1640.00
1779,80.00,1640.00
1780,80.00,1600.00
1781,800.00,1760.00
1782,1600.00,3200.00
1783,2480.00,3280.00
1784,3680.00,3280.00
1785,20000.00,3280.00
1786,2640.00,2000.00
1787,2400.00,3240.00
1788,1840.00,3280.00
1789,1840.00,3280.00
1790,1760.00,3280.00
1791,1920.00,3280.00
1792,1920.00,3280.00
1793,2080.00,3280.00
1794,2320.00,3280.00
1795,2320.00,3280.00
1796,2480.00,3280.00
1797,2560.00,3240.00
1798,2560.00,3280.00
1799,2560.00,3280.00
1800,2720.00,3240.00
1801,2640.00,3280.00
1802,2080.00,3280.00
1803,1760.00,3240.00
1804,1760.00,3280.00
1805,1840.00,3280.00
1806,1920.00,3280.00
1807,2000.00,3240.00
1808,2240.00,3280.00
1809,2240.00,3240.00
1810,2320.00,3280.00
1811,2480.00,3280.00
1812,3040.00,3240.00
1813,3440.00,3240.00
1814,3120.00,3280.00
1815,3440.00,3280.00
1816,3360.00,3280.00
1817,3360.00,3240.00
1818,3760.00,3280.00
1819,2720.00,3280.00
1820,2240.00,3240.00
1821,1840.00,3280.00
1822,1520.00,3280.00
1823,1120.00,3240.00
1824,1040.00,3280.00
1825,800.00,3280.00
1826,480.00,3280.00
1827,400.00,3280.00
1828,320.00,3280.00
1829,240.00,3240.00
1830,160.00,3280.00
1831,160.00,2720.00
1832,160.00,2200.00
1833,160.00,1840.00
1834,80.00,1560.00
1835,160.00,1520.00
1836,160.00,1520.00
1837,160.00,1520.00
1838,160.00,1560.00
1839,160.00,1560.00
1840,160.00,1560.00
1841,160.00,1560.00
1842,160.00,1600.00
1843,160.00,1560.00
1844,160.00,1560.00
1845,160.00,1560.00
1846,80.00,1560.00
1847,160.00,1560.00
1848,160.00,1600.00
1849,160.00,1560.00
1850,160.00,1600.00
1851,160.00,1600.00
1852,160.00,1600.00
1853,160.00,1600.00
1854,160.00,1600.00
1855,160.00,1640.00
1856,160.00,1600.00
1857,160.00,1600.00
1858,160.00,1600.00
1859,160.00,1600.00
1860,160.00,1600.00
1861,160.00,1600.00
1862,80.00,1600.00
1863,80.00,1600.00
1864,160.00,1600.00
1865,80.00,1640.00
1866,160.00,1600.00
1867,160.00,1640.00
1868,160.00,1600.00
1869,160.00,1600.00
1870,160.00,1600.00
1871,160.00,1600.00
1872,160.00,1600.00
1873,160.00,1600.00
1874,160.00,1600.00
1875,160.00,1640.00
1876,160.00,1600.00
1877,160.00,1640.00
1878,160.00,1600.00
1879,160.00,1600.00
1880,160.00,1640.00
1881,160.00,1600.00
1882,160.00,1600.00
1883,80.00,1640.00
1884,160.00,1600.00
1885,160.00,1640.00
1886,160.00,1640.00
1887,160.00,1560.00
1888,160.00,1640.00
1889,160.00,1640.00
1890,160.00,1600.00
1891,160.00,1600.00
1892,160.00,1600.00
1893,80.00,1640.00
1894,80.00,1600.00
1895,160.00,1600.00
1896,160.00,1640.00
1897,160.00,1640.00
1898,160.00,1640.00
1899,160.00,1640.00
1900,160.00,1640.00
1901,160.00,1640.00
1902,160.00,1640.00
1903,160.00,1600.00
1904,160.00,1680.00
1905,160.00,1640.00
1906,160.00,1640.00
1907,80.00,1640.00
1908,160.00,1600.00
1909,160.00,1680.00
1910,160.00,1600.00
1911,160.00,1640.00
1912,160.00,1640.00
1913,160.00,1600.00
1914,160.00,1640.00
1915,160.00,1600.00
1916,160.00,1640.00
1917,160.00,1640.00
1918,160.00,1640.00
1919,160.00,1600.00
1920,160.00,1600.00
1921,160.00,1600.00
1922,160.00,1600.00
1923,160.00,1640.00
1924,160.00,1640.00
1925,160.00,1600.00
1926,160.00,1600.00
1927,160.00,1600.00
1928,80.00,1640.00
1929,160.00,1600.00
1930,160.00,1640.00
1931,80.00,1680.00
1932,160.00,1640.00
1933,160.00,1640.00
1934,160.00,1640.00
1935,160.00,1600.00
1936,160.00,1640.00
1937,160.00,1600.00
1938,160.00,1680.00
1939,160.00,1600.00
1940,160.00,1640.00
1941,160.00,1640.00
1942,160.00,1640.00
1943,160.00,1640.00
1944,160.00,1640.00
1945,160.00,1680.00
1946,160.00,1600.00
1947,160.00,1640.00
1948,160.00,1640.00
1949,80.00,1640.00
1950,80.00,1640.00
1951,160.00,1640.00
1952,160.00,1640.00
1953,160.00,1640.00
1954,160.00,1680.00
1955,160.00,1640.00
1956,160.00,1640.00
1957,160.00,1600.00
1958,160.00,1600.00
1959,160.00,1600.00
1960,160.00,1640.00
1961,160.00,1680.00
1962,240.00,1600.00
1963,160.00,1600.00
1964,160.00,1640.00
1965,160.00,1640.00
1966,160.00,1640.00
1967,80.00,1600.00
1968,160.00,1640.00
1969,160.00,1600.00
1970,160.00,1680.00
1971,160.00,1640.00
1972,160.00,1640.00
1973,160.00,1640.00
1974,160.00,1640.00
1975,160.00,1640.00
1976,160.00,1640.00
1977,160.00,1640.00
1978,160.00,1680.00
1979,160.00,1640.00
1980,240.00,1680.00
1981,160.00,1600.00
1982,160.00,1640.00
1983,160.00,1680.00
1984,160.00,1600.00
1985,160.00,1680.00
1986,160.00,1600.00
1987,160.00,1640.00
1988,160.00,1640.00
1989,240.00,1640.00
1990,160.00,1640.00
1991,160.00,1640.00
1992,160.00,1600.00
1993,80.00,1600.00
1994,160.00,1600.00
1995,80.00,1640.00
1996,160.00,1640.00
1997,160.00,1640.00
1998,160.00,1680.00
1999,160.00,1680.00
2000,160.00,1640.00
2001,160.00,1640.00
2002,160.00,1600.00
2003,160.00,1680.00
2004,80.00,1640.00
2005,160.00,1640.00
2006,160.00,1640.00
2007,160.00,1600.00
2008,240.00,1600.00
2009,160.00,1640.00
2010,160.00,1640.00
2011,160.00,1600.00
2012,160.00,1680.00
2013,160.00,1640.00
2014,160.00,1640.00
2015,160.00,1600.00
2016,160.00,1600.00
2017,160.00,1600.00
2018,160.00,1600.00
2019,160.00,1640.00
2020,160.00,1640.00
2021,160.00,1640.00
2022,160.00,1600.00
2023,160.00,1640.00
2024,160.00,1640.00
2025,160.00,1640.00
2026,160.00,1640.00
2027,240.00,1640.00
2028,160.00,1600.00
2029,160.00,1680.00
2030,160.00,1600.00
2031,80.00,1640.00
2032,160.00,1680.00
2033,160.00,1640.00
2034,240.00,1600.00
2035,160.00,1600.00
2036,160.00,1640.00
2037,160.00,1640.00
2038,160.00,1600.00
2039,160.00,1600.00
2040,160.00,1640.00
2041,160.00,1640.00
2042,160.00,1640.00
2043,80.00,1600.00
2044,160.00,1640.00
2045,160.00,1640.00
2046,160.00,1640.00
2047,160.00,1640.00
2048,160.00,1640.00
2049,160.00,1640.00
2050,160.00,1680.00
2051,160.00,1640.00
2052,160.00,1640.00
2053,160.00,1640.00
2054,160.00,1600.00
2055,160.00,1640.00
2056,160.00,1640.00
2057,160.00,1600.00
2058,160.00,1600.00
2059,160.00,1640.00
2060,160.00,1640.00
2061,160.00,1640.00
2062,160.00,1600.00
2063,160.00,1640.00
2064,160.00,1600.00
2065,160.00,1600.00
2066,160.00,1640.00
2067,160.00,1640.00
2068,160.00,1640.00
2069,160.00,1640.00
2070,160.00,1640.00
2071,160.00,1600.00
2072,160.00,1640.00
2073,160.00,1600.00
2074,160.00,1640.00
2075,240.00,1680.00
2076,160.00,1640.00
2077,160.00,1640.00
2078,160.00,1600.00
2079,160.00,1640.00
2080,160.00,1600.00
2081,160.00,1600.00
2082,160.00,1640.00
2083,160.00,1640.00
2084,160.00,1640.00
2085,160.00,1600.00
2086,160.00,1640.00
2087,160.00,1640.00
2088,160.00,1600.00
2089,160.00,1680.00
2090,80.00,1680.00
2091,160.00,1640.00
2092,160.00,1640.00
2093,160.00,1600.00
2094,160.00,1640.00
2095,160.00,1640.00
2096,160.00,1680.00
2097,160.00,1640.00
2098,160.00,1640.00
2099,160.00,1600.00
2100,80.00,1680.00
2101,160.00,1600.00
2102,160.00,1640.00
2103,160.00,1640.00
2104,160.00,1640.00
2105,160.00,1600.00
2106,160.00,1640.00
2107,160.00,1680.00
2108,160.00,1640.00
2109,160.00,1640.00
2110,160.00,1640.00
2111,160.00,1640.00
2112,160.00,1600.00
2113,160.00,1640.00
2114,160.00,1640.00
2115,160.00,1640.00
2116,160.00,1640.00
2117,160.00,1640.00
2118,160.00,1600.00
2119,160.00,1600.00
2120,160.00,1600.00
2121,160.00,1600.00
2122,160.00,1640.00
2123,240.00,1640.00
2124,160.00,1640.00
2125,160.00,1640.00
2126,160.00,1600.00
2127,160.00,1640.00
2128,160.00,1600.00
2129,160.00,1640.00
2130,160.00,1640.00
2131,160.00,1640.00
2132,160.00,1640.00
2133,160.00,1600.00
2134,80.00,1640.00
2135,160.00,1680.00
2136,160.00,1600.00
2137,160.00,1680.00
2138,160.00,1640.00
2139,160.00,1640.00
2140,160.00,1640.00
2141,160.00,1640.00
2142,160.00,1640.00
2143,160.00,1600.00
2144,160.00,1640.00
2145,160.00,1680.00
2146,160.00,1640.00
2147,160.00,1600.00
2148,160.00,1600.00
2149,160.00,1600.00
2150,160.00,1640.00
2151,240.00,1640.00
2152,160.00,1600.00
2153,160.00,1640.00
2154,160.00,1640.00
2155,160.00,1640.00
2156,160.00,1600.00
2157,160.00,1640.00
2158,160.00,1600.00
2159,160.00,1640.00
2160,160.00,1640.00
2161,160.00,1640.00
2162,160.00,1640.00
2163,160.00,1600.00
2164,160.00,1600.00
2165,160.00,1640.00
2166,160.00,1640.00
2167,160.00,1640.00
2168,160.00,1640.00
2169,160.00,1640.00
2170,160.00,1640.00
2171,160.00,1600.00
2172,160.00,1640.00
2173,160.00,1640.00
2174,160.00,1640.00
2175,160.00,1600.00
2176,160.00,1640.00
2177,160.00,1640.00
2178,160.00,1640.00
2179,160.00,1680.00
2180,160.00,1600.00
2181,160.00,1640.00
2182,160.00,1680.00
2183,160.00,1640.00
2184,160.00,1640.00
2185,160.00,1640.00
2186,160.00,1640.00
2187,160.00,1640.00
2188,160.00,1600.00
2189,160.00,1640.00
2190,160.00,1600.00
2191,160.00,1600.00
2192,160.00,1640.00
2193,160.00,1640.00
2194,160.00,1640.00
2195,160.00,1680.00
2196,160.00,1640.00
2197,160.00,1640.00
2198,160.00,1640.00
2199,160.00,1640.00
2200,160.00,1600.00
2201,160.00,1640.00
2202,160.00,1600.00
2203,160.00,1600.00
2204,160.00,1640.00
2205,160.00,1640.00
2206,160.00,1640.00
2207,160.00,1640.00
2208,160.00,1640.00
2209,160.00,1640.00
2210,160.00,1640.00
2211,160.00,1600.00
2212,160.00,1640.00
2213,240.00,1600.00
2214,160.00,1640.00
2215,160.00,1680.00
2216,160.00,1640.00
2217,160.00,1640.00
2218,80.00,1680.00
2219,160.00,1600.00
2220,160.00,1640.00
2221,160.00,1640.00
2222,160.00,1680.00
2223,160.00,1640.00
2224,160.00,1640.00
2225,160.00,1640.00
2226,160.00,1600.00
2227,160.00,1600.00
2228,160.00,1680.00
2229,160.00,1640.00
2230,160.00,1640.00
2231,160.00,1680.00
2232,160.00,1680.00
2233,160.00,1640.00
2234,160.00,1640.00
2235,160.00,1600.00
2236,160.00,1640.00
2237,160.00,1640.00
2238,160.00,1600.00
2239,160.00,1680.00
2240,160.00,1640.00
2241,160.00,1640.00
2242,160.00,1600.00
2243,160.00,1640.00
2244,160.00,1680.00
2245,160.00,1640.00
2246,160.00,1640.00
2247,160.00,1640.00
2248,160.00,1640.00
2249,160.00,1640.00
2250,240.00,1600.00
2251,160.00,1640.00
2252,160.00,1600.00
2253,160.00,1680.00
2254,160.00,1600.00
2255,160.00,1640.00
2256,160.00,1640.00
2257,160.00,1640.00
2258,160.00,1640.00
2259,160.00,1640.00
2260,160.00,1640.00
2261,160.00,1600.00
2262,240.00,1640.00
2263,160.00,1600.00
2264,160.00,1640.00
2265,160.00,1640.00
2266,160.00,1640.00
2267,160.00,1640.00
2268,160.00,1640.00
2269,160.00,1640.00
2270,160.00,1640.00
2271,160.00,1640.00
2272,160.00,1640.00
2273,160.00,1600.00
2274,160.00,1680.00
2275,160.00,1640.00
2276,160.00,1640.00
2277,160.00,1640.00
2278,80.00,1600.00
2279,160.00,1640.00
2280,160.00,1600.00
2281,160.00,1640.00
2282,160.00,1600.00
2283,160.00,1640.00
2284,160.00,1640.00
2285,160.00,1600.00
2286,160.00,1640.00
2287,160.00,1640.00
2288,160.00,1640.00
2289,160.00,1640.00
2290,160.00,1640.00
2291,160.00,1680.00
2292,160.00,1600.00
2293,160.00,1640.00
2294,160.00,1640.00
2295,160.00,1640.00
2296,160.00,1600.00
2297,160.00,1640.00
2298,160.00,1640.00
2299,160.00,1640.00
2300,160.00,1600.00
2301,160.00,1640.00
2302,160.00,1640.00
2303,160.00,1640.00
2304,160.00,1640.00
2305,160.00,1640.00
2306,160.00,1640.00
2307,160.00,1640.00
2308,160.00,1600.00
2309,160.00,1600.00
2310,160.00,1680.00
2311,160.00,1640.00
2312,160.00,1640.00
2313,160.00,1640.00
2314,160.00,1640.00
2315,160.00,1600.00
2316,160.00,1640.00
2317,160.00,1640.00
2318,160.00,1680.00
2319,160.00,1600.00
2320,160.00,1640.00
2321,160.00,1600.00
2322,160.00,1640.00
2323,160.00,1640.00
2324,160.00,1600.00
2325,160.00,1680.00
2326,160.00,1640.00
2327,160.00,1640.00
2328,80.00,1640.00
2329,160.00,1680.00
2330,160.00,1600.00
2331,160.00,1640.00
2332,160.00,1640.00
2333,80.00,1600.00
2334,160.00,1640.00
2335,80.00,1640.00
2336,160.00,1640.00
2337,160.00,1640.00
2338,160.00,1600.00
2339,160.00,1640.00
2340,160.00,1600.00
2341,160.00,1640.00
2342,160.00,1640.00
2343,160.00,1640.00
2344,80.00,1600.00
2345,160.00,1640.00
2346,160.00,1640.00
2347,160.00,1640.00
2348,160.00,1640.00
2349,160.00,1640.00
2350,160.00,1640.00
2351,160.00,1640.00
2352,160.00,1640.00
2353,160.00,1640.00
2354,160.00,1640.00
2355,160.00,1640.00
2356,160.00,1600.00
2357,160.00,1640.00
2358,160.00,1640.00
2359,160.00,1640.00
2360,160.00,1640.00
2361,160.00,1640.00
2362,80.00,1640.00
2363,160.00,1640.00
2364,160.00,1640.00
2365,160.00,1640.00
2366,160.00,1600.00
2367,160.00,1600.00
2368,160.00,1600.00
2369,160.00,1600.00
2370,160.00,1640.00
2371,160.00,1640.00
2372,160.00,1600.00
2373,80.00,1600.00
2374,80.00,1640.00
