单位:(mV)
,CH1,CH2
频率,?,?
周期,?,?
2375,160.00,1600.00
2376,160.00,1640.00
2377,160.00,1640.00
2378,160.00,1600.00
2379,160.00,1600.00
2380,160.00,1640.00
2381,160.00,1600.00
2382,160.00,1640.00
2383,160.00,1640.00
2384,160.00,1640.00
2385,160.00,1640.00
2386,160.00,1600.00
2387,160.00,1640.00
2388,160.00,1600.00
2389,160.00,1640.00
2390,160.00,1640.00
2391,160.00,1640.00
2392,160.00,1680.00
2393,160.00,1640.00
2394,160.00,1680.00
2395,160.00,1640.00
2396,160.00,1640.00
2397,160.00,1680.00
2398,160.00,1640.00
2399,160.00,1640.00
2400,160.00,1640.00
2401,160.00,1640.00
2402,160.00,1640.00
2403,160.00,1640.00
2404,240.00,1640.00
2405,160.00,1600.00
2406,160.00,1640.00
2407,160.00,1600.00
2408,160.00,1640.00
2409,160.00,1640.00
2410,160.00,1600.00
2411,160.00,1640.00
2412,160.00,1640.00
2413,160.00,1640.00
2414,160.00,1680.00
2415,160.00,1640.00
2416,160.00,1680.00
2417,160.00,1600.00
2418,160.00,1640.00
2419,160.00,1680.00
2420,160.00,1640.00
2421,160.00,1640.00
2422,160.00,1640.00
2423,160.00,1640.00
2424,160.00,1640.00
2425,160.00,1640.00
2426,160.00,1640.00
2427,160.00,1680.00
2428,160.00,1640.00
2429,80.00,1640.00
2430,160.00,1600.00
2431,240.00,1640.00
2432,160.00,1600.00
2433,160.00,1600.00
2434,160.00,1600.00
2435,160.00,1640.00
2436,160.00,1600.00
2437,160.00,1640.00
2438,160.00,1640.00
2439,160.00,1680.00
2440,80.00,1680.00
2441,160.00,1640.00
2442,160.00,1600.00
2443,160.00,1600.00
2444,160.00,1640.00
2445,160.00,1640.00
2446,160.00,1640.00
2447,160.00,1600.00
2448,160.00,1640.00
2449,160.00,1640.00
2450,160.00,1640.00
2451,160.00,1640.00
2452,160.00,1640.00
2453,160.00,1640.00
2454,80.00,1640.00
2455,160.00,1640.00
2456,160.00,1600.00
2457,160.00,1640.00
2458,160.00,1640.00
2459,160.00,1640.00
2460,160.00,1640.00
2461,160.00,1640.00
2462,160.00,1600.00
2463,160.00,1640.00
2464,160.00,1680.00
2465,160.00,1640.00
2466,160.00,1640.00
2467,160.00,1640.00
2468,160.00,1640.00
2469,160.00,1640.00
2470,160.00,1600.00
2471,160.00,1640.00
2472,160.00,1640.00
2473,160.00,1640.00
2474,160.00,1640.00
2475,160.00,1600.00
2476,160.00,1640.00
2477,160.00,1640.00
2478,160.00,1640.00
2479,160.00,1640.00
2480,240.00,1640.00
2481,160.00,1640.00
2482,160.00,1640.00
2483,160.00,1600.00
2484,160.00,1680.00
2485,160.00,1680.00
2486,160.00,1680.00
2487,160.00,1640.00
2488,160.00,1640.00
2489,160.00,1640.00
2490,160.00,1640.00
2491,160.00,1640.00
2492,160.00,1640.00
2493,160.00,1600.00
2494,160.00,1640.00
2495,160.00,1640.00
2496,160.00,1640.00
2497,160.00,1600.00
2498,160.00,1640.00
2499,160.00,1600.00
2500,160.00,1600.00
2501,160.00,1680.00
2502,160.00,1640.00
2503,160.00,1600.00
2504,160.00,1640.00
2505,160.00,1640.00
2506,160.00,1640.00
2507,160.00,1640.00
2508,160.00,1640.00
2509,160.00,1640.00
2510,160.00,1600.00
2511,160.00,1640.00
2512,160.00,1640.00
2513,160.00,1640.00
2514,160.00,1640.00
2515,160.00,1640.00
2516,160.00,1680.00
2517,160.00,1640.00
2518,160.00,1640.00
2519,160.00,1640.00
2520,160.00,1640.00
2521,160.00,1640.00
2522,160.00,1640.00
2523,160.00,1640.00
2524,160.00,1680.00
2525,160.00,1640.00
2526,160.00,1640.00
2527,160.00,1600.00
2528,160.00,1640.00
2529,160.00,1680.00
2530,160.00,1640.00
2531,160.00,1640.00
2532,80.00,1640.00
2533,160.00,1600.00
2534,160.00,1640.00
2535,160.00,1680.00
2536,160.00,1640.00
2537,160.00,1600.00
2538,160.00,1640.00
2539,160.00,1640.00
2540,160.00,1640.00
2541,160.00,1640.00
2542,160.00,1640.00
2543,160.00,1640.00
2544,160.00,1640.00
2545,160.00,1680.00
2546,160.00,1600.00
2547,160.00,1640.00
2548,160.00,1640.00
2549,160.00,1640.00
2550,160.00,1640.00
2551,160.00,1640.00
2552,240.00,1640.00
2553,160.00,1680.00
2554,160.00,1640.00
2555,160.00,1600.00
2556,160.00,1640.00
2557,160.00,1640.00
2558,80.00,1640.00
2559,160.00,1640.00
2560,160.00,1680.00
2561,160.00,1640.00
2562,160.00,1640.00
2563,160.00,1640.00
2564,160.00,1640.00
2565,160.00,1640.00
2566,160.00,1640.00
2567,160.00,1640.00
2568,160.00,1680.00
2569,160.00,1600.00
2570,80.00,1640.00
2571,160.00,1640.00
2572,160.00,1680.00
2573,160.00,1640.00
2574,160.00,1600.00
2575,160.00,1640.00
2576,80.00,1640.00
2577,160.00,1680.00
2578,160.00,1600.00
2579,160.00,1640.00
2580,160.00,1640.00
2581,160.00,1680.00
2582,160.00,1680.00
2583,160.00,1640.00
2584,160.00,1640.00
2585,80.00,1640.00
2586,160.00,1640.00
2587,160.00,1560.00
2588,160.00,1640.00
2589,160.00,1640.00
2590,80.00,1600.00
2591,160.00,1600.00
2592,160.00,1600.00
2593,160.00,1640.00
2594,160.00,1640.00
2595,160.00,1640.00
2596,160.00,1600.00
2597,160.00,1640.00
2598,160.00,1640.00
2599,160.00,1600.00
2600,160.00,1640.00
2601,160.00,1640.00
2602,160.00,1600.00
2603,160.00,1680.00
2604,160.00,1600.00
2605,160.00,1680.00
2606,160.00,1640.00
2607,160.00,1640.00
2608,160.00,1600.00
2609,160.00,1640.00
2610,160.00,1600.00
2611,160.00,1640.00
2612,160.00,1640.00
2613,160.00,1680.00
2614,160.00,1640.00
2615,160.00,1640.00
2616,80.00,1640.00
2617,160.00,1640.00
2618,80.00,1640.00
2619,160.00,1680.00
2620,160.00,1640.00
2621,160.00,1600.00
2622,160.00,1600.00
2623,80.00,1640.00
2624,160.00,1640.00
2625,160.00,1680.00
2626,240.00,1640.00
2627,160.00,1640.00
2628,160.00,1640.00
2629,160.00,1640.00
2630,160.00,1640.00
2631,160.00,1640.00
2632,160.00,1640.00
2633,80.00,1640.00
2634,240.00,1640.00
2635,160.00,1640.00
2636,80.00,1640.00
2637,160.00,1640.00
2638,160.00,1640.00
2639,160.00,1640.00
2640,160.00,1640.00
2641,160.00,1640.00
2642,160.00,1640.00
2643,160.00,1640.00
2644,160.00,1640.00
2645,160.00,1680.00
2646,160.00,1640.00
2647,160.00,1640.00
2648,160.00,1640.00
2649,160.00,1640.00
2650,160.00,1680.00
2651,160.00,1600.00
2652,160.00,1600.00
2653,160.00,1600.00
2654,160.00,1640.00
2655,160.00,1640.00
2656,160.00,1640.00
2657,160.00,1640.00
2658,160.00,1640.00
2659,160.00,1640.00
2660,160.00,1640.00
2661,160.00,1600.00
2662,160.00,1680.00
2663,160.00,1640.00
2664,240.00,1640.00
2665,160.00,1640.00
2666,160.00,1640.00
2667,160.00,1640.00
2668,160.00,1640.00
2669,160.00,1640.00
2670,160.00,1640.00
2671,160.00,1640.00
2672,160.00,1640.00
2673,160.00,1680.00
2674,160.00,1680.00
2675,160.00,1640.00
2676,160.00,1600.00
2677,160.00,1640.00
2678,160.00,1640.00
2679,160.00,1640.00
2680,160.00,1640.00
2681,160.00,1640.00
2682,160.00,1640.00
2683,160.00,1640.00
2684,160.00,1640.00
2685,160.00,1600.00
2686,160.00,1640.00
2687,160.00,1600.00
2688,160.00,1640.00
2689,160.00,1640.00
2690,160.00,1640.00
2691,160.00,1600.00
2692,160.00,1640.00
2693,160.00,1640.00
2694,160.00,1640.00
2695,160.00,1640.00
2696,160.00,1640.00
2697,160.00,1640.00
2698,160.00,1600.00
2699,160.00,1600.00
2700,160.00,1680.00
2701,160.00,1600.00
2702,160.00,1640.00
2703,160.00,1600.00
2704,160.00,1640.00
2705,160.00,1640.00
2706,160.00,1640.00
2707,160.00,1600.00
2708,160.00,1640.00
2709,160.00,1680.00
2710,160.00,1640.00
2711,160.00,1640.00
2712,160.00,1640.00
2713,160.00,1640.00
2714,160.00,1640.00
2715,160.00,1600.00
2716,160.00,1640.00
2717,240.00,1640.00
2718,160.00,1640.00
2719,80.00,1600.00
2720,160.00,1640.00
2721,160.00,1680.00
2722,160.00,1640.00
2723,160.00,1600.00
2724,160.00,1640.00
2725,160.00,1640.00
2726,160.00,1640.00
2727,160.00,1640.00
2728,160.00,1680.00
2729,240.00,1640.00
2730,160.00,1640.00
2731,160.00,1640.00
2732,160.00,1640.00
2733,160.00,1640.00
2734,160.00,1640.00
2735,160.00,1640.00
2736,160.00,1640.00
2737,160.00,1600.00
2738,160.00,1640.00
2739,160.00,1640.00
2740,160.00,1640.00
2741,160.00,1640.00
2742,160.00,1600.00
2743,160.00,1640.00
2744,160.00,1640.00
2745,160.00,1640.00
2746,160.00,1640.00
2747,160.00,1640.00
2748,160.00,1640.00
2749,80.00,1600.00
2750,160.00,1640.00
2751,160.00,1600.00
2752,160.00,1640.00
2753,160.00,1640.00
2754,160.00,1640.00
2755,160.00,1680.00
2756,160.00,1600.00
2757,160.00,1680.00
2758,160.00,1680.00
2759,240.00,1640.00
2760,160.00,1640.00
2761,160.00,1640.00
2762,160.00,1640.00
2763,80.00,1640.00
2764,80.00,1680.00
2765,160.00,1600.00
2766,160.00,1640.00
2767,160.00,1640.00
2768,160.00,1640.00
2769,80.00,1640.00
2770,160.00,1640.00
2771,160.00,1640.00
2772,160.00,1640.00
2773,160.00,1640.00
2774,160.00,1640.00
2775,160.00,1680.00
2776,160.00,1640.00
2777,160.00,1640.00
2778,160.00,1640.00
2779,160.00,1640.00
2780,160.00,1640.00
2781,160.00,1640.00
2782,160.00,1640.00
2783,160.00,1600.00
2784,160.00,1640.00
2785,160.00,1600.00
2786,160.00,1640.00
2787,160.00,1680.00
2788,160.00,1600.00
2789,160.00,1640.00
2790,160.00,1680.00
2791,160.00,1640.00
2792,160.00,1600.00
2793,160.00,1640.00
2794,160.00,1640.00
2795,160.00,1640.00
2796,160.00,1640.00
2797,160.00,1640.00
2798,160.00,1640.00
2799,160.00,1640.00
2800,160.00,1600.00
2801,160.00,1600.00
2802,160.00,1640.00
2803,160.00,1600.00
2804,160.00,1600.00
2805,160.00,1600.00
2806,160.00,1640.00
2807,160.00,1640.00
2808,160.00,1600.00
2809,160.00,1640.00
2810,160.00,1640.00
2811,160.00,1640.00
2812,160.00,1640.00
2813,160.00,1600.00
2814,160.00,1680.00
2815,160.00,1600.00
2816,160.00,1640.00
2817,160.00,1640.00
2818,160.00,1640.00
2819,80.00,1640.00
2820,160.00,1600.00
2821,160.00,1680.00
2822,160.00,1640.00
2823,160.00,1640.00
2824,160.00,1640.00
2825,160.00,1640.00
2826,160.00,1640.00
2827,160.00,1680.00
2828,160.00,1640.00
2829,160.00,1640.00
2830,160.00,1680.00
2831,160.00,1640.00
2832,160.00,1640.00
2833,160.00,1680.00
2834,160.00,1600.00
2835,160.00,1680.00
2836,160.00,1680.00
2837,160.00,1640.00
2838,160.00,1640.00
2839,160.00,1680.00
2840,160.00,1600.00
2841,160.00,1640.00
2842,160.00,1640.00
2843,160.00,1680.00
2844,240.00,1640.00
2845,160.00,1640.00
2846,160.00,1640.00
2847,160.00,1640.00
2848,160.00,1640.00
2849,160.00,1640.00
2850,160.00,1600.00
2851,160.00,1600.00
2852,160.00,1640.00
2853,160.00,1640.00
2854,160.00,1640.00
2855,160.00,1640.00
2856,160.00,1600.00
2857,160.00,1640.00
2858,160.00,1600.00
2859,160.00,1600.00
2860,160.00,1640.00
2861,160.00,1640.00
2862,160.00,1640.00
2863,160.00,1640.00
2864,160.00,1640.00
2865,160.00,1640.00
2866,160.00,1640.00
2867,160.00,1680.00
2868,160.00,1640.00
2869,160.00,1640.00
2870,160.00,1640.00
2871,160.00,1600.00
2872,160.00,1600.00
2873,160.00,1640.00
2874,160.00,1640.00
2875,240.00,1640.00
2876,80.00,1600.00
2877,160.00,1640.00
2878,160.00,1600.00
2879,160.00,1680.00
2880,160.00,1600.00
2881,160.00,1640.00
2882,160.00,1640.00
2883,160.00,1680.00
2884,160.00,1640.00
2885,160.00,1640.00
2886,160.00,1640.00
2887,160.00,1640.00
2888,160.00,1640.00
2889,160.00,1640.00
2890,160.00,1680.00
2891,160.00,1640.00
2892,160.00,1640.00
2893,160.00,1600.00
2894,160.00,1640.00
2895,160.00,1600.00
2896,160.00,1640.00
2897,160.00,1680.00
2898,160.00,1680.00
2899,160.00,1640.00
2900,160.00,1640.00
2901,160.00,1640.00
2902,160.00,1600.00
2903,160.00,1640.00
2904,160.00,1640.00
2905,160.00,1640.00
2906,160.00,1680.00
2907,160.00,1680.00
2908,80.00,1640.00
2909,160.00,1640.00
2910,160.00,1680.00
2911,160.00,1640.00
2912,160.00,1640.00
2913,160.00,1640.00
2914,160.00,1640.00
2915,160.00,1640.00
2916,160.00,1680.00
2917,160.00,1600.00
2918,160.00,1600.00
2919,160.00,1640.00
2920,160.00,1640.00
2921,160.00,1640.00
2922,160.00,1600.00
2923,160.00,1640.00
2924,80.00,1640.00
2925,160.00,1640.00
2926,160.00,1600.00
2927,160.00,1640.00
2928,160.00,1640.00
2929,160.00,1600.00
2930,160.00,1640.00
2931,160.00,1680.00
2932,160.00,1640.00
2933,160.00,1640.00
2934,160.00,1640.00
2935,160.00,1640.00
2936,160.00,1600.00
2937,160.00,1600.00
2938,160.00,1680.00
2939,160.00,1640.00
2940,160.00,1640.00
2941,160.00,1640.00
2942,160.00,1680.00
2943,160.00,1640.00
2944,160.00,1680.00
2945,160.00,1640.00
2946,160.00,1640.00
2947,160.00,1640.00
2948,160.00,1680.00
2949,160.00,1640.00
2950,160.00,1640.00
2951,160.00,1640.00
2952,160.00,1640.00
2953,160.00,1640.00
2954,160.00,1600.00
2955,160.00,1640.00
2956,160.00,1680.00
2957,240.00,1600.00
2958,160.00,1640.00
2959,160.00,1640.00
2960,160.00,1600.00
2961,160.00,1640.00
2962,160.00,1640.00
2963,160.00,1640.00
2964,160.00,1680.00
2965,160.00,1680.00
2966,160.00,1680.00
2967,160.00,1640.00
2968,160.00,1640.00
2969,160.00,1640.00
2970,160.00,1640.00
2971,160.00,1640.00
2972,160.00,1640.00
2973,160.00,1600.00
2974,160.00,1640.00
2975,160.00,1640.00
2976,160.00,1640.00
2977,80.00,1640.00
2978,160.00,1600.00
2979,160.00,1640.00
2980,160.00,1640.00
2981,80.00,1680.00
2982,160.00,1640.00
2983,160.00,1640.00
2984,160.00,1640.00
2985,160.00,1640.00
2986,160.00,1640.00
2987,160.00,1640.00
2988,160.00,1600.00
2989,160.00,1640.00
2990,160.00,1640.00
2991,160.00,1640.00
2992,160.00,1640.00
2993,160.00,1680.00
2994,160.00,1640.00
2995,160.00,1680.00
2996,160.00,1640.00
2997,160.00,1600.00
2998,160.00,1680.00
2999,160.00,1600.00
3000,160.00,1640.00
3001,160.00,1600.00
3002,160.00,1640.00
3003,160.00,1640.00
3004,160.00,1600.00
3005,160.00,1600.00
3006,160.00,1640.00
3007,160.00,1640.00
3008,160.00,1680.00
3009,160.00,1600.00
3010,160.00,1640.00
3011,160.00,1640.00
3012,160.00,1640.00
3013,160.00,1600.00
3014,160.00,1640.00
3015,160.00,1640.00
3016,160.00,1640.00
3017,160.00,1640.00
3018,160.00,1600.00
3019,160.00,1640.00
3020,160.00,1640.00
3021,160.00,1600.00
3022,160.00,1680.00
3023,160.00,1640.00
3024,160.00,1640.00
3025,240.00,1640.00
3026,160.00,1680.00
3027,160.00,1640.00
3028,160.00,1640.00
3029,160.00,1640.00
3030,160.00,1680.00
3031,160.00,1640.00
3032,160.00,1680.00
3033,160.00,1640.00
3034,160.00,1640.00
3035,160.00,1640.00
3036,160.00,1680.00
3037,160.00,1600.00
3038,160.00,1640.00
3039,160.00,1640.00
3040,160.00,1600.00
3041,160.00,1640.00
3042,160.00,1600.00
3043,160.00,1600.00
3044,160.00,1640.00
3045,160.00,1640.00
3046,160.00,1640.00
3047,160.00,1640.00
3048,160.00,1680.00
3049,160.00,1680.00
3050,240.00,1640.00
3051,160.00,1640.00
3052,160.00,1680.00
3053,160.00,1640.00
3054,160.00,1640.00
3055,160.00,1600.00
3056,160.00,1640.00
3057,160.00,1600.00
3058,160.00,1640.00
3059,160.00,1640.00
3060,160.00,1600.00
3061,160.00,1600.00
3062,160.00,1640.00
3063,160.00,1640.00
3064,160.00,1640.00
3065,160.00,1600.00
3066,160.00,1680.00
3067,160.00,1640.00
3068,160.00,1640.00
3069,160.00,1640.00
3070,160.00,1600.00
3071,160.00,1640.00
3072,160.00,1640.00
3073,160.00,1640.00
3074,160.00,1640.00
3075,160.00,1640.00
3076,160.00,1640.00
3077,160.00,1640.00
3078,160.00,1680.00
3079,160.00,1600.00
3080,160.00,1600.00
3081,160.00,1680.00
3082,160.00,1680.00
3083,160.00,1640.00
3084,160.00,1600.00
3085,160.00,1680.00
3086,160.00,1640.00
3087,160.00,1640.00
3088,80.00,1640.00
3089,160.00,1640.00
3090,160.00,1640.00
3091,160.00,1640.00
3092,160.00,1680.00
3093,160.00,1600.00
3094,160.00,1640.00
3095,160.00,1640.00
3096,160.00,1600.00
3097,160.00,1640.00
3098,80.00,1640.00
3099,160.00,1640.00
3100,160.00,1680.00
3101,160.00,1640.00
3102,160.00,1680.00
3103,160.00,1640.00
3104,160.00,1680.00
3105,160.00,1640.00
3106,160.00,1600.00
3107,160.00,1640.00
3108,160.00,1640.00
3109,160.00,1680.00
3110,160.00,1680.00
3111,160.00,1640.00
3112,160.00,1600.00
3113,160.00,1640.00
3114,160.00,1640.00
3115,160.00,1680.00
3116,160.00,1640.00
3117,160.00,1640.00
3118,160.00,1640.00
3119,160.00,1600.00
3120,160.00,1600.00
3121,160.00,1640.00
3122,160.00,1640.00
3123,80.00,1600.00
3124,160.00,1600.00
3125,160.00,1640.00
3126,160.00,1640.00
3127,160.00,1600.00
3128,160.00,1640.00
3129,160.00,1640.00
3130,160.00,1600.00
3131,160.00,1640.00
3132,160.00,1640.00
3133,160.00,1640.00
3134,160.00,1600.00
3135,160.00,1680.00
3136,160.00,1640.00
3137,160.00,1640.00
3138,160.00,1640.00
3139,160.00,1640.00
3140,160.00,1640.00
3141,160.00,1640.00
3142,160.00,1640.00
3143,160.00,1640.00
3144,160.00,1640.00
3145,160.00,1600.00
3146,160.00,1640.00
3147,160.00,1640.00
3148,160.00,1640.00
3149,160.00,1600.00
3150,160.00,1640.00
3151,160.00,1640.00
3152,160.00,1640.00
3153,80.00,1600.00
3154,160.00,1640.00
3155,160.00,1640.00
3156,80.00,1600.00
3157,160.00,1640.00
3158,160.00,1640.00
3159,160.00,1600.00
3160,160.00,1640.00
3161,160.00,1600.00
3162,160.00,1640.00
3163,160.00,1640.00
3164,160.00,1640.00
3165,160.00,1640.00
3166,160.00,1640.00
3167,160.00,1600.00
3168,80.00,1640.00
3169,160.00,1600.00
3170,160.00,1680.00
3171,160.00,1640.00
3172,160.00,1600.00
3173,80.00,1640.00
3174,160.00,1640.00
3175,160.00,1640.00
3176,160.00,1680.00
3177,160.00,1680.00
3178,160.00,1680.00
3179,160.00,1600.00
3180,160.00,1640.00
3181,160.00,1640.00
3182,160.00,1640.00
3183,160.00,1600.00
3184,160.00,1640.00
3185,160.00,1640.00
3186,160.00,1600.00
3187,160.00,1600.00
3188,160.00,1640.00
3189,160.00,1600.00
3190,160.00,1600.00
3191,80.00,1600.00
3192,160.00,1640.00
3193,160.00,1640.00
3194,160.00,1640.00
3195,160.00,1640.00
3196,160.00,1640.00
3197,160.00,1640.00
3198,160.00,1600.00
3199,160.00,1680.00
3200,160.00,1640.00
3201,240.00,1680.00
3202,160.00,1640.00
3203,160.00,1640.00
3204,160.00,1640.00
3205,160.00,1640.00
3206,160.00,1640.00
3207,160.00,1640.00
3208,160.00,1680.00
3209,160.00,1640.00
3210,160.00,1640.00
3211,160.00,1600.00
3212,160.00,1640.00
3213,160.00,1680.00
3214,80.00,1640.00
3215,160.00,1640.00
3216,160.00,1680.00
3217,160.00,1640.00
3218,160.00,1640.00
3219,160.00,1680.00
3220,160.00,1600.00
3221,160.00,1640.00
3222,160.00,1640.00
3223,160.00,1640.00
3224,160.00,1600.00
3225,160.00,1640.00
3226,80.00,1640.00
3227,160.00,1640.00
3228,160.00,1640.00
3229,160.00,1680.00
3230,160.00,1640.00
3231,160.00,1640.00
3232,160.00,1600.00
3233,160.00,1640.00
3234,160.00,1600.00
3235,160.00,1640.00
3236,160.00,1640.00
3237,160.00,1680.00
3238,160.00,1640.00
3239,160.00,1680.00
3240,80.00,1640.00
3241,160.00,1600.00
3242,160.00,1640.00
3243,160.00,1640.00
3244,160.00,1640.00
3245,160.00,1640.00
3246,160.00,1640.00
3247,160.00,1600.00
3248,160.00,1680.00
3249,160.00,1600.00
3250,160.00,1680.00
3251,160.00,1640.00
3252,160.00,1640.00
3253,160.00,1640.00
3254,160.00,1640.00
3255,160.00,1640.00
3256,160.00,1640.00
3257,160.00,1600.00
3258,160.00,1640.00
3259,160.00,1640.00
3260,160.00,1640.00
3261,160.00,1640.00
3262,160.00,1640.00
3263,160.00,1640.00
3264,160.00,1680.00
3265,160.00,1640.00
3266,160.00,1600.00
3267,160.00,1640.00
3268,160.00,1600.00
3269,160.00,1600.00
3270,160.00,1600.00
3271,160.00,1640.00
3272,160.00,1600.00
3273,80.00,1640.00
3274,160.00,1640.00
3275,160.00,1640.00
3276,160.00,1680.00
3277,160.00,1640.00
3278,160.00,1640.00
3279,160.00,1640.00
3280,160.00,1640.00
3281,160.00,1640.00
3282,160.00,1640.00
3283,160.00,1680.00
3284,160.00,1640.00
3285,160.00,1640.00
3286,160.00,1640.00
3287,160.00,1640.00
3288,160.00,1640.00
3289,160.00,1680.00
3290,160.00,1600.00
3291,160.00,1640.00
3292,80.00,1680.00
3293,160.00,1680.00
3294,160.00,1640.00
3295,160.00,1640.00
3296,160.00,1640.00
3297,160.00,1640.00
3298,160.00,1640.00
3299,160.00,1640.00
3300,160.00,1640.00
3301,160.00,1680.00
3302,160.00,1600.00
3303,160.00,1600.00
3304,160.00,1640.00
3305,160.00,1640.00
3306,160.00,1600.00
3307,160.00,1640.00
3308,160.00,1640.00
3309,160.00,1680.00
3310,160.00,1640.00
3311,160.00,1640.00
3312,160.00,1640.00
3313,160.00,1600.00
3314,160.00,1640.00
3315,160.00,1600.00
3316,160.00,1680.00
3317,240.00,1640.00
3318,80.00,1680.00
3319,160.00,1640.00
3320,160.00,1640.00
3321,160.00,1600.00
3322,80.00,1600.00
3323,160.00,1600.00
3324,160.00,1600.00
3325,160.00,1640.00
3326,160.00,1600.00
3327,160.00,1640.00
3328,160.00,1680.00
3329,160.00,1680.00
3330,160.00,1640.00
3331,160.00,1680.00
3332,80.00,1640.00
3333,160.00,1600.00
3334,160.00,1640.00
3335,160.00,1640.00
3336,160.00,1640.00
3337,160.00,1600.00
3338,160.00,1640.00
3339,160.00,1640.00
3340,160.00,1640.00
3341,160.00,1640.00
3342,160.00,1600.00
3343,160.00,1600.00
3344,160.00,1680.00
3345,160.00,1600.00
3346,160.00,1640.00
3347,160.00,1640.00
3348,160.00,1640.00
3349,160.00,1640.00
3350,160.00,1640.00
3351,160.00,1640.00
3352,160.00,1640.00
3353,240.00,1640.00
3354,160.00,1680.00
3355,160.00,1640.00
3356,160.00,1640.00
3357,160.00,1640.00
3358,160.00,1640.00
3359,160.00,1640.00
3360,160.00,1640.00
3361,160.00,1680.00
3362,160.00,1680.00
3363,80.00,1640.00
3364,80.00,1640.00
3365,160.00,1600.00
3366,160.00,1600.00
3367,160.00,1600.00
3368,160.00,1640.00
3369,80.00,1640.00
3370,160.00,1680.00
3371,160.00,1640.00
3372,160.00,1600.00
3373,160.00,1640.00
3374,160.00,1640.00
3375,160.00,1640.00
3376,160.00,1640.00
3377,160.00,1600.00
3378,160.00,1600.00
3379,160.00,1640.00
3380,80.00,1600.00
3381,160.00,1640.00
3382,160.00,1680.00
3383,160.00,1600.00
3384,160.00,1600.00
3385,160.00,1600.00
3386,160.00,1640.00
3387,160.00,1640.00
3388,160.00,1680.00
3389,160.00,1680.00
3390,160.00,1640.00
3391,160.00,1600.00
3392,160.00,1600.00
3393,160.00,1600.00
3394,160.00,1640.00
3395,160.00,1600.00
3396,160.00,1600.00
3397,160.00,1600.00
3398,160.00,1640.00
3399,160.00,1640.00
3400,160.00,1600.00
3401,160.00,1640.00
3402,160.00,1640.00
3403,160.00,1640.00
3404,160.00,1640.00
3405,80.00,1600.00
3406,160.00,1640.00
3407,80.00,1680.00
3408,160.00,1680.00
3409,160.00,1640.00
3410,160.00,1600.00
3411,160.00,1640.00
3412,160.00,1640.00
3413,160.00,1600.00
3414,160.00,1600.00
3415,160.00,1600.00
3416,160.00,1640.00
3417,160.00,1640.00
3418,160.00,1600.00
3419,160.00,1680.00
3420,160.00,1680.00
3421,160.00,1640.00
3422,160.00,1640.00
3423,240.00,1640.00
3424,160.00,1640.00
3425,160.00,1640.00
3426,160.00,1600.00
3427,160.00,1640.00
3428,160.00,1600.00
3429,160.00,1640.00
3430,160.00,1600.00
3431,160.00,1640.00
3432,80.00,1680.00
3433,160.00,1640.00
3434,160.00,1680.00
3435,160.00,1640.00
3436,160.00,1640.00
3437,160.00,1640.00
3438,160.00,1640.00
3439,160.00,1640.00
3440,160.00,1640.00
3441,160.00,1640.00
3442,160.00,1680.00
3443,160.00,1640.00
3444,160.00,1640.00
3445,160.00,1640.00
3446,160.00,1640.00
3447,160.00,1680.00
3448,160.00,1640.00
3449,160.00,1600.00
3450,160.00,1640.00
3451,160.00,1640.00
3452,160.00,1640.00
3453,160.00,1680.00
3454,160.00,1640.00
3455,160.00,1640.00
3456,160.00,1680.00
3457,160.00,1680.00
3458,160.00,1640.00
3459,160.00,1640.00
3460,160.00,1640.00
3461,160.00,1640.00
3462,160.00,1640.00
3463,160.00,1600.00
3464,160.00,1600.00
3465,160.00,1640.00
3466,160.00,1640.00
3467,80.00,1640.00
3468,160.00,1640.00
3469,160.00,1640.00
3470,160.00,1640.00
3471,160.00,1640.00
3472,160.00,1600.00
3473,160.00,1640.00
3474,160.00,1640.00
3475,160.00,1640.00
3476,160.00,1640.00
3477,160.00,1680.00
3478,160.00,1640.00
3479,160.00,1640.00
3480,160.00,1640.00
3481,160.00,1640.00
3482,160.00,1640.00
3483,160.00,1640.00
3484,160.00,1640.00
3485,160.00,1680.00
3486,160.00,1640.00
3487,160.00,1640.00
3488,160.00,1640.00
3489,160.00,1600.00
3490,160.00,1640.00
3491,160.00,1640.00
3492,160.00,1640.00
3493,160.00,1640.00
3494,160.00,1640.00
3495,160.00,1600.00
3496,160.00,1680.00
3497,160.00,1640.00
3498,160.00,1600.00
3499,160.00,1640.00
3500,160.00,1680.00
3501,160.00,1600.00
3502,160.00,1680.00
3503,160.00,1640.00
3504,160.00,1640.00
3505,240.00,1640.00
3506,160.00,1640.00
3507,160.00,1640.00
3508,160.00,1640.00
3509,160.00,1640.00
3510,160.00,1640.00
3511,160.00,1680.00
3512,160.00,1640.00
3513,160.00,1600.00
3514,160.00,1680.00
3515,160.00,1600.00
3516,160.00,1680.00
3517,160.00,1680.00
3518,80.00,1640.00
3519,160.00,1640.00
3520,160.00,1640.00
3521,160.00,1640.00
3522,80.00,1640.00
3523,160.00,1640.00
3524,160.00,1640.00
3525,160.00,1640.00
3526,160.00,1640.00
3527,160.00,1640.00
3528,160.00,1640.00
3529,80.00,1680.00
3530,160.00,1600.00
3531,160.00,1640.00
3532,160.00,1680.00
3533,240.00,1640.00
3534,160.00,1600.00
3535,160.00,1600.00
3536,160.00,1680.00
3537,160.00,1600.00
3538,160.00,1680.00
